Title;Company;Location;Description
Senior Data Engineer;Finviet Technology;Thành Phố Cao Lãnh, Dong Thap, Vietnam (On-site);"About the job
Hạn nộp hồ sơ: 30/09/2025

Ứng tuyển ngay

Mức lương

Thỏa thuận

Số lượng tuyển

1 người

Hình thức làm việc

Toàn thời gian

Cấp bậc

Nhân viên

Kinh nghiệm
Giới tính

Nam

Địa chỉ làm việc

Hồ Chí Minh: Cao ốc Hoàng Việt, 34 Hoàng Việt, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh.

Job Description

 Partner Collaboration and Template Management
Work directly with business partners to understand their data transformation requirements
Design and implement flexible NiFi templates that accommodate partner-specific data formats
Manage template versioning and changes based on partner requirements
Document template specifications and maintain template change history
Provide technical support and guidance to partners during template implementation
Conduct regular reviews with partners to optimize template performance
Handle template modifications and updates efficiently to minimize disruption
 Data Pipeline Development
Design, develop, and maintain data pipelines using Apache NiFi for data ingestion, transformation, and distribution
Create and manage NiFi templates for standardized data processing workflows
Implement robust data synchronization solutions between AWS S3 and Google Cloud Storage
Develop and optimize PostgreSQL-based data transformation processes
Ensure data quality, consistency, and reliability across all systems
 Template Development and Management
Design modular and reusable template components
Implement template validation and testing procedures
Manage template lifecycle and versioning
Create template documentation and usage guidelines
Develop template migration strategies
Monitor template performance and optimize as needed
 System Optimization
Monitor and optimize pipeline performance
Implement error handling and recovery mechanisms
Develop monitoring and alerting systems
Ensure cost-effective utilization of cloud resources

Requirements

Experience in building data models/ ETL pipeline/ data warehouse -Experience with one in big data tools: Hadoop, Spark, Kafka, etc.
Experience with relational SQL/ NoSQL databases
Experience with object-oriented/object function scripting languages: Python, Java, Scala, etc. is plus
Having knowledge in the fintech market, GT distribution, online payment is plus
Experience in Microsoft BI technologies and reporting solutions using Power BI/ PowerApps/ Microsoft Flow and other cloud-based solutions is plus

Benefits

Negotiable Salary + Lunch allowance
13th- month salary, salary review once/year, Tet gifts, birthdays, Mar 8, Jun 1, Oct 20, …
Full insurance regime according to regulations such as social insurance, unemployment insurance, and health insurance
PVI insurance
Travel, team building activities, year-end party, …
Dynamic working environment, professional

LOCATION & TIME

Location: 9th floor, 34 Hoang Viet, Ward 4, Tan Binh District, Ho Chi Minh
Time: Monday – Friday: 8:00 – 17:00, Saturday: 8:00 – 12:00

CONTACT INFORMATION

Send CV or contact: anh.pham@finviet.com.vn

Hạn nộp hồ sơ: 2025-09-30 00:00:00

Ứng tuyển ngay"
Java Engineer - Trading Tech;Binance;Ho Chi Minh City, Ho Chi Minh City, Vietnam (Remote);"About the job
Binance is a leading global blockchain ecosystem behind the world’s largest cryptocurrency exchange by trading volume and registered users. We are trusted by over 280 million people in 100+ countries for our industry-leading security, user fund transparency, trading engine speed, deep liquidity, and an unmatched portfolio of digital-asset products. Binance offerings range from trading and finance to education, research, payments, institutional services, Web3 features, and more. We leverage the power of digital assets and blockchain to build an inclusive financial ecosystem to advance the freedom of money and improve financial access for people around the world.

Join the Exchange Service department at Binance, the world's leading cryptocurrency exchange serving over 250M+ registered users across 100+ countries. As dedicated software engineers, we are responsible for developing and maintaining the core trading platform, ensuring seamless and efficient operations. Our work solidifies Binance as the preferred choice for crypto enthusiasts worldwide.

Our Margin Technology team is looking for a talented Java Engineer to join the team to work on greenfield projects related to margin trading. Be part of a forward-thinking team where your skills will drive innovation and make a significant impact.

Responsibilities

Collaborate with the cross-functional team with the development of new applications across crypto-related products, including but not limited to crypto exchange, fiat gateway, futures, margin, lending, etc.
Participate in the applications with different stages, covering POC, MVP, and launched product, hence, this role would face several types of jobs, such as requirement evaluation, workable solutions delivery, architecture design/implementation.
Perform performance tuning, online incidents troubleshooting, improve system sustainability and maintainability, and technology innovation.
Ensure coding quality on the core functions.

Requirements

Bachelor's/Master's degree in Computer Science, Engineering or a related field.
Experienced with financial and/or trading systems.
Expertise in core Java and familiarity with the Spring framework ecosystem.
Strong proficiency in MySQL and working knowledge of Redis.
Skilled in distributed system design with an understanding of Kafka and its underlying principles.
Ability to thrive under pressure and quickly acquire new knowledge.
Excellent cross-team communication skills.

Why Binance

 Shape the future with the world’s leading blockchain ecosystem
 Collaborate with world-class talent in a user-centric global organization with a flat structure
 Tackle unique, fast-paced projects with autonomy in an innovative environment
 Thrive in a results-driven workplace with opportunities for career growth and continuous learning
 Competitive salary and company benefits
 Work-from-home arrangement (the arrangement may vary depending on the work nature of the business team)

Binance is committed to being an equal opportunity employer. We believe that having a diverse workforce is fundamental to our success.

By submitting a job application, you confirm that you have read and agree to our  Candidate Privacy Notice ."
Senior Data Engineer (AI/ML Analytics);Reforged Labs (YC W22);Ho Chi Minh City, Ho Chi Minh City, Vietnam (On-site);"About the job
Top 3 reasons to join us

Build AI that powers top global gaming studios
World-class team from Harvard & FAANG
High salary and bonus with proven market fit

About Us

Reforged Labs is a YC-backed, Sandhill Road funded AI startup revolutionizing how the world's top mobile gaming studios market themselves to hundreds of millions of players. We're building cutting-edge AI technology that powers sophisticated ad analysis and generation pipelines for elite global gaming companies.

We don't follow trends; we set them. Our data infrastructure supports technology that generates millions of dollars in value for our customers, processing billions of gameplay and ad-performance signals in real-time.

The Role

We're seeking an exceptional Senior Data Engineer to join our fast-growing team in Ho Chi Minh City. This is not a role for the average analyst—we're looking exclusively for extraordinary data talent who can compete with the best data engineers and analysts at top-tier companies globally.

As our first data engineer, you'll set the foundation for data-driven decision making across our entire organization. You'll design and implement sophisticated analytics infrastructure that processes terabytes of gaming and advertising data, directly influencing product decisions that impact hundreds of millions of players.

Core Responsibilities

Define company-wide data strategy: Establish north-star metrics, experimentation frameworks, and analytics standards that will scale from startup to enterprise
Build world-class data infrastructure: Design and implement pipelines processing billions of ad performance signals and gameplay events with exceptional reliability and speed
Drive multi-million dollar decisions: Surface insights from massive datasets that directly influence product roadmap and customer strategy
Own end-to-end analytics: From instrumentation design to executive dashboard delivery, ensuring data quality that leadership can bet the company on
Lead advanced experimentation: Design and execute sophisticated A/B tests and multivariate experiments that optimize our AI-driven platform
Establish data excellence standards: Create governance, quality, and best practices that will serve as the foundation for a world-class data team
Champion data-informed culture: Influence technical and business decisions through exceptional analysis and clear communication

Required Experience

Your Skills and Experience

5+ years of elite-level experience in product analytics, growth analytics, or data science at fast-moving tech companies or high-growth startups
Demonstrated mastery of SQL (MySQL dialect) and Python for complex analysis and ETL workflows
Proven track record of building instrumentation and analytics for self-serve SaaS or consumer products at scale
Production experience with modern data stack (dbt, Airflow/Prefect, Looker/Mode, cloud data warehouses)
History of driving significant business impact through data insights and experimentation
Expert-level understanding of statistical methods, A/B testing, and causal inference
Professional English communication skills—both verbal and written

Essential Qualities

Exceptional problem-solving ability: You consistently find insights others miss and solve complex analytical challenges independently
Product intuition: You naturally think like a product leader and can translate business questions into analytical frameworks
Technical excellence: You write clean, maintainable code and build systems that other engineers admire
Intellectual curiosity: You stay ahead of data trends and continuously expand your analytical toolkit
High ownership: You take full responsibility for data quality and business impact, not just deliverables
Leadership mindset: You can influence without authority and drive consensus around data-driven decisions

Nice to Have

Data engineering background with end-to-end ETL ownership
Experience with LLMs, vector databases, or recommendation systems
Background in mobile gaming, ad tech, or marketing analytics
Advanced statistical methods (Bayesian analysis, sequential testing)
Contributions to open-source data or ML tools

Why You'll Love Working Here

What We Offer

Industry-leading compensation package targeting top-tier data talent (significantly above local market rates)
Unprecedented scope and autonomy as the data voice on the founding team with direct access to founders and strategic decisions
Work on technology that is genuinely world-class, processing data at scales that compete with the best Silicon Valley companies
Direct impact on products reaching hundreds of millions of users and generating millions in customer value
Opportunity for international recognition and career advancement opportunities in the global data community
Fast-iterating culture with real revenue insights and immediate feedback loops
Annual offsites and dedicated learning budget for continuous skill development
Flexible PTO and comprehensive health insurance

Our Data Culture

We operate with a data-first mindset where every major decision is backed by rigorous analysis. Our data infrastructure is built to Silicon Valley standards, combining cutting-edge tools with exceptional talent.

You'll work directly with founders who understand that great data work requires both technical excellence and business acumen. We value independence and ownership—you'll take full responsibility for establishing our data foundation and culture.

Located in Ho Chi Minh City, we've created an environment that combines Silicon Valley data practices with exceptional local talent, offering the unique opportunity to work on global-scale data problems while being part of Vietnam's growing tech ecosystem.

Reforged Labs is an equal opportunity employer and value diversity at our company."
Crash Data Engineer;VINFAST ;Haiphong, Hai Phong City, Vietnam;"About the job
Position Overview

The Crash data engineer will be responsible for all crash evaluation software and macros within the Crash laboratory, ensuring that testing is conducted efficiently and all received data are sufficient and correct. Update the crash evaluation software according to the latest regulations and protocols. Review and analyse the data produced is according requests from VF Passive Safety Engineering team. The Crash Data Engineer is responsible for collecting, analyzing, and managing data from crash tests and safety systems include SLED, to provide insights that help improve vehicle safety standards. The role requires expertise in vehicle dynamics, testing protocols and data analysis.

Job Description

Data Collection and Analysis :

 Gather and analyze crash data from various sources, including crash tests, and SLED simulations. 
 Process large datasets from sensors (e.g., accelerometers, cameras, GPS) in crash test environments. 
 Collaborate with testing teams to ensure data integrity and accuracy during crash simulations and testing. 
 Utilize statistical analysis and data visualization techniques to identify patterns, trends, and correlations in crash data. 

Crash Data Reporting

 Create detailed reports and presentations summarizing crash data findings and trends. 
 Communicate results to stakeholders, including engineers, safety experts, and regulatory bodies. 
 Provide recommendations based on data analysis to improve vehicle safety. 

Regulatory Compliance And Safety Standards

 Ensure crash data is in compliance with industry standards, such as those set by NHTSA (National Highway Traffic Safety Administration) or Euro NCAP. 
 Support the design and execution of tests for crash safety ratings and regulatory compliance. 
 Assist with the preparation of documentation for crash test results and regulatory filings.

Collaboration

 Work closely with engineering, vehicle design, and safety teams to ensure crash data supports the development of safer vehicles. 
 Collaborate with external organizations, such as universities, research institutions, and government agencies, to enhance safety data research and development. 

Requirements

 Education : Bachelor’s or Master’s degree in Engineering (Mechanical, Automotive, or related field), Computer Science, Data Science, or a similar discipline. 
 Experience : Proven 3 years experience in data analysis, preferably in automotive safety or a related field. 
 Experience with crash data collection systems, crash test methodologies, and simulation tools. Knowledge of safety standards and regulations (e.g., FMVSS, Euro NCAP, IIHS). 
 Technical Skills : Proficiency in data analysis tools and software (e.g., MATLAB, Python, R, Excel). Experience with crash simulation software (e.g., LS-DYNA, ABAQUS, TELMA, etc.). Strong understanding of sensor data interpretation (e.g., accelerometers, cameras, vehicle telemetry). Familiarity with data management systems. 
 Problem-Solving : Strong analytical skills to interpret complex data and provide actionable insights. 
 Communication Skills : Strong written and verbal communication skills for reporting findings and collaborating with cross-functional teams. Ability to present complex data findings to both technical and non-technical stakeholders. English language – upper intermediate or high level (speak, read and write). 
 Knowledge and understanding in ISO 9001, ISO 17025 systems (preferred). 
 Proficient in Microsoft Office suite (PowerPoint, Word, Excel) & analysis tools."
[HN] AI Engineer – Pioneering AI Solutions;Base Careers;Hanoi, Hanoi, Vietnam (On-site);"About the job
Mô tả công việc

About Us

Base.vn is a B2B SaaS (Software-as-a-Service) Company providing technology management solutions for SMEs enterprises.

Base will bring to your business the smartest, most modern technology products, based on three main components: Data & Artificial Intelligence (Data & AI), Interaction (Interaction), and Platform platform (Open Platform). And imagination knows no bounds: With whatever application you have or need, Base can help you integrate into a common platform. With a strong belief in young Vietnamese engineers, we are looking for talented Engineer for the Platform Team to pursue Base’s mission together: Build great enterprise software for Asia.

What You Do

Design and develop AI/ML solutions to optimize business management processes, including task management, cash flow, human resources, customer service, etc.
Build models in NLP, recommendation systems, predictive analytics, and generative AI to power features such as internal chatbots, cash flow forecasting, performance analysis, and virtual executive assistants.
Collaborate closely with product managers, designers, and software engineers to integrate AI models into real-world products and ensure their performance in production environments.
Initiate and lead innovative AI initiatives for previously unsolved problems, delivering breakthroughs in user experience and business value.
Stay up to date with the latest AI trends and assess their applicability to the current system.
Capable of building stable and scalable AI/ML systems.
Knowledgeable in cybersecurity and data protection.

Who You Are

Bachelor‘s degree or higher in Computer Science, Applied Mathematics, Artificial Intelligence, or a related field;
At least 2-3 years of experience apply AI with web/app;
Proficient in Python, Java, or C++, and familiar with popular AI/ML libraries such as TensorFlow, PyTorch, Scikit-learn, HuggingFace, LangChain, etc.
Hands-on experience deploying AI models in production-grade systems;
Strong analytical and problem-solving skills, with the ability to work independently and make informed decisions;
Solid understanding of machine learning, deep learning, NLP models, and large-scale data processing systems.

Preferred (Nice To Have)

Experience in SaaS, enterprise management systems, or B2B products.
Experience working with LLMs or building AI solutions on cloud platforms (AWS, GCP, Azure).
Strong product thinking, with the ability to contribute feature ideas based on AI capabilities.

Special Benefits

WHAT YOU CAN GET

Attractive salary package up to 6000$ plus bonus based on performance
Flexible evaluation of salary increase (1-2 times/year) commensurate with work results
Opportunity to receive ESOP shares (employee stock ownership plan) for outstanding contributors
High performance computer and screen
Team building, vacation in a year, and other engagement activities
Other benefits as prescribed by the Labor Law

Personal Development

Fast-track career: Join a full cycle of building real products for market and continuously grow with the scalability of products.
Unlimited learning opportunities: Enhance your expertise through a comprehensive training program, guidelines from mentors, buddies, and product development challenges.
Visible values & impacts: Build world-class and high-performance products that solve pain points for millions of enterprises.
Talented colleagues: Work with a team of enthusiastic and professional Product Builders who have already built a highly large-scale system serving 60+ millions of pageviews, hundreds of thousands users each month, and 10,000+ enterprises; and graduated from top universities in Vietnam & the world (Stanford, UCLA, HUST, etc.).

GET READY TO BE OUR AI ENGINEER!

Round 1: CV Application 
Round 2: Interview

Address Office: 16th floor, HUD Building, 37 Le Van Luong, Thanh Xuan, Hanoi."
Principal Software Engineer - AI Fintech;Trusting Social;Ho Chi Minh City, Ho Chi Minh City, Vietnam (On-site);"About the job
Trusting Social is an AI Fintech pioneer that's revolutionizing credit access in emerging markets. Our mission is ""Advancing AI to Meet the Financial Needs of Everyday Consumers with Empathy."" We've assessed over 1 billion consumers across four countries, and we're on a mission to provide 100 million credit lines using the power of AI and Big Data.

What You'll Do

Building low latency APIs required by realtime AI Agents
Design frameworks, and platforms for other engineers to use.
Define structure and best practices for teams.
Writing and optimizing database calls to provide the lowest latency to realtime voice agents.
Designing and building lock free algorithms that manage orchestration of control flow and AI invocation in high throughput environments.
Manage systems that connect, route and manage phone calls using Websockets, UDP, WebRTC. Optimize call quality and jitter across systems.
Design and scale platforms high performance CRMs for specific domains.

What We're Looking For

Bachelor's degree in Computer Science, Engineering, or a related field, or equivalent experience.
10 - 15 years of professional experience in software development, with a proven track record of building and maintaining low latency applications.
Relevant and recent hands-on programming experience.
Experience in writing detailed technical specification and documentation. Strong product development experience.
Experience in architecting and actively maintaining large scale systems
Experience in defining product/technical specifications from business requirements when required.
Strong proficiency in either Python, Golang or Node.js and their associated ecosystem.
Strong Proficiency in SQL and experience with relational databases (e.g., PostgreSQL) and NoSQL databases (e.g., Redis).
Experience with testing, CI/CD, containerization (Docker) and container orchestration (e.g., Kubernetes)
Experience with version control systems (e.g., Git).
Excellent problem-solving, analytical, and communication skills.
Experience in leading and mentoring others.

What We Offer

Join our vibrant team and enjoy:

Competitive compensation package, including 13th-month salary and performance bonuses
Comprehensive health care coverage for you and your dependents
Generous leave policies, including annual leave, sick leave, and flexible work hours
Convenient central district 1 office location, next to a future metro station
Onsite lunch with multiple options, including vegetarian
Grab for work allowance and fully equipped workstations
Fun and engaging team building activities, sponsored sports clubs, and happy hour every Thursday
Unlimited free coffee, tea, snacks, and fruit to keep you energized
An opportunity to make a social impact by helping to democratize credit access in emerging markets

At Trusting Social, we live by ownership, integrity, and agility in execution. We believe in doing what's right, what's best, and what's innovative. If you're smart, driven, and want to make a difference in the world with the most advanced and fascinating technology, come join our team. We offer the runway to truly make an impact.

For more information about us, please visit our website: https://www.youtube.com/watch?v=inAEDGvOcL8&t=29s"
Junior Technical Release Manager / DevOps Engineer- English speaking;Eurofins;Ho Chi Minh City, Vietnam (Hybrid);"About the job
Company Description
Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier, and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins laboratories work with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic, and labelling is accurate.
Eurofins is dedicated to delivering testing services that contribute to the health and safety of society and the planet, and to its corporate responsibility to protect the environment and ensure diversity, equity, and inclusion across the entire network of Eurofins companies.

Job Description

In a nutshell

As a Junior Technical Release Manager, you will play a key role in planning, coordinating, and executing transversal technical projects in POC, staging environments. The role involves managing technical prerequisites, infrastructure setup, cloud services, and security configurations. You will collaborate closely with cross-functional teams including automation, DevOps, and security to ensure smooth rollouts, scalability, and compliance with architectural standards.

Key Responsibilities:
Own end-to-end technical implementation of transversal projects in POC and Conduct technical workshops, present POC results, and finalize decisions based on outcomes.
Analyse and define technical pre-requisites and infrastructure needs (e.g., ports, firewall rules, storage accounts, compute).
Lead OAuth and identity federation integrations, ensuring secure authentication and authorization flows.
Collaborate with the automation team to streamline deployment pipelines and reduce manual touchpoints.
Coordinate Azure cloud infrastructure setup for scalable deployment environments.
Design and manage network and security configurations, including firewall rules, port management, and VPC/subnet planning.
Work with storage teams to configure cloud storage accounts, blob containers, retention policies, and access controls.
Assist with Grafana monitoring and observability setup.
Maintain technical documentation
Identify and resolve technical issues or bottlenecks across priority issues.

What we offer
We offer an opportunity to grow your project management skills in a fast-paced and dynamic environment.
You will be part of an international team of professionals, with a chance to expand your career within the many business lines of Eurofins globally.
Successful team members are frequently offered increased responsibilities and career advancement opportunities.

Qualifications

Are you our kind of extraordinary?

Required Technical Skills:

Infrastructure & Cloud:
Strong knowledge of Azure cloud platforms -Resource groups, virtual machines, storage accounts, key vaults, private endpoints
Hands-on with OAuth and integration with identity providers -Azure AD
Experience with networking & security concepts:
Firewall rules, port management, DNS, load balancers
SSL/TLS certificates, HTTPS setup
Familiarity with VPC/Subnet design, NSGs, cloud routing

Automation & CI/CD:
Understanding of CI/CD pipelines
Familiarity with infrastructure-as-code tools (e.g., Terraform)
Experience with automation scripting (Python, PowerShell)- optional

DevOps & Monitoring:
Experience with version control systems (Git)
Understanding of containerization (Docker) and basic Kubernetes concepts
Familiar with logging and monitoring tools (Grafana, Azure Monitor)

Additional Technical Skills:
Integration experience with REST APIs and API management layers
Exposure to event-driven architectures (e.g. Kafka)
 Preferred Qualifications:
5+ years in a technical implementation, DevOps, or technical project management role
Certifications (nice to have):
Azure Administrator Associate, Certified Kubernetes Administrator (CKA), or Project Management certifications (e.g., PMP, PRINCE)

Soft Skills & Methodologies:
Strong communication skills for cross-functional collaboration
Ability to translate technical requirements for non-technical stakeholders
Organized, with attention to detail and problem-solving mindset
Familiarity with Agile/Scrum project execution

If you are looking to be part of a dynamic release management team and contribute to a structured and efficient deployment process, we encourage you to apply.

What else should you know? 
As the role and Eurofins' teams are international, please ensure to submit your application in English Language.

Additional information

We support your development! Do you feel you don’t match 100% of the requirements? Don’t hesitate to apply anyway! Eurofins companies are committed to supporting your career development.

We embrace diversity! As an Equal Opportunity Employer, the Eurofins network of companies believes in strength and innovation through diversity. We prohibit discrimination against employees or applications based on gender identity and/or expression, race, nationality, age, religion, sexual orientation, disability, and everything else that makes employees of Eurofins companies unique.

Sustainability matters to us! We are well on our way to achieving our objective of carbon neutrality by 2025, through a combination of emission reduction and compensation initiatives. We encourage our laboratory leaders to make sustainable changes at their local level, and in addition to their initiatives we count on our dedicated carbon reduction team to help us to achieve this goal!

Find out more on our Careers page: https://careers.eurofins.com/

Company description: Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins laboratories work with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic and labelling is accurate.

The Eurofins network of companies believes that it is a global leader in food, environment, pharmaceutical and cosmetic product testing and in discovery pharmacology, forensics, advanced material sciences and agroscience contract research services. It is also one of the market leaders in certain testing and laboratory services for genomics, and in the support of clinical studies, as well as in biopharma contract development and manufacturing. It also has a rapidly developing presence in highly specialised and molecular clinical diagnostic testing and in-vitro diagnostic products.

In over 37 years, Eurofins has grown from one laboratory in Nantes, France to ca. 63,000 staff across a decentralised and entrepreneurial network of more than 950 laboratories in over 1,000 companies across 60 countries. Eurofins companies offer a portfolio of over 200,000 analytical methods to evaluate the safety, identity, composition, authenticity, origin, traceability and purity of biological substances and products.

In 2024, Eurofins generated total revenues of EUR 6.95 billion, and has been among the best performing stocks in Europe over the past 20 years."
AI Engineer;Samsung Southeast Asia & Oceania;Ho Chi Minh City Metropolitan Area (On-site);"About the job
Position Summary

Role and Responsibilities

Research, design and apply machine learning for auto defect analysis and issues detection.
Improve auto ecosystem with intelligent auto testing solution.
Data analysis and find out the issue, analyze production defect in real market.
Ensures completion of all documentation required for production introduction.
Use GitHub for source code repository and Jira for task tracking.


Skills And Qualifications

Bachelor's or Master's Degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
2+ years of experience with Python, SQL/NoSQL, Linux, Docker, AI
Good in English communication for working.
Ability to work on multiple tasks concurrently.
Self-motivated with a strong desire to learn.
Solid decision-making skills and judgment – can be depended upon to meet goals, foresee and avert problems.
Python programming experience.
Solid scripting skills (i.e., shell scripts, Python).
Familiarity in relevant machine learning frameworks and packages such as Tensorflow and PyTorch.
Thorough understanding of NLP techniques for text representation and modeling
Strong understanding SLQ/NoSQL, Docker.
Familiar with graph, data display & analysis.
 Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here."
[HN] Software Engineer (Full-stack,Middle);Base Careers;Hanoi, Hanoi, Vietnam (On-site);"About the job
Mô tả công việc

About Us

Base.vn is a B2B SaaS (Software-as-a-Service) Company providing technology management solutions for SMEs enterprises.

Base will bring to your business the smartest, most modern technology products, based on three main components: Data & Artificial Intelligence (Data & AI), Interaction (Interaction), and Platform platform (Open Platform). And imagination knows no bounds: With whatever application you have or need, Base can help you integrate into a common platform. With a strong belief in young Vietnamese engineers, we are looking for talented Software Engineer for the Platform Team to pursue Base’s mission together: Build great enterprise software for Asia.

What You Do

From the beginning, you will be guided by Senior Engineer or Team Lead to:

Understand the products we‘re passionately building and know what to improve yourself to build them better in the future
Understand and respect all the working principles
Efficiently work with all the materials
Get your very first products - “Starter Project"" done, reviewed, and improved 

Then, you will join a full-cycle buildup apps/features in our platform:

Analyze product & Planning
Design Database
Develop & Test
Demo & Launch
Maintain & Update new features

Who You Are

We‘re looking for talented Software Engineers to join our team with below traits:

Solid knowledge in Algorithms & Data structures
Strong knowledge and experience in using any programming language (PHP/Javascript is an advantage)
Knowledge or experience in using Restful API, MySQL, HTML5, CSS3, Javascript, jQuery, AJAX, JSON
Understanding of performance optimization or experience in real applications in production, serving large amounts of users and data - is an advantage
Desire to participate in building the product ""B2B SaaS - Make in Vietnam"" 

Special Benefits

WHAT YOU CAN GET

Attractive salary package up to 2000$ plus bonus based on performance
Flexible evaluation of salary increase (1-2 times/year) commensurate with work results
Opportunity to receive ESOP shares (employee stock ownership plan) for outstanding contributors
High performance computer and screen
Team building, vacation in a year, and other engagement activities
Other benefits as prescribed by the Labor Law

Personal Development

Fast-track career: Join a full cycle of building real products for market and continuously grow with the scalability of products.
Unlimited learning opportunities: Enhance your expertise through a comprehensive training program, guidelines from mentors, buddies, and product development challenges.
Visible values & impacts: Build world-class and high-performance products that solve pain points for millions of enterprises.
Talented colleagues: Work with a team of enthusiastic and professional Product Builders who have already built a highly large-scale system serving 60+ millions of pageviews, hundreds of thousands users each month, and 9000+ enterprises; and graduated from top universities in Vietnam & the world (Stanford, UCLA, HUST, etc.).

GET READY TO BE OUR SOFTWARE ENGINEER!

Round 1: CV Application & Online Test (Algorithms & Data Structures, Programming Language)
Round 2: Interview

Address Office: 16th floor, HUD Building, 37 Le Van Luong, Thanh Xuan, Hanoi."
API Integration Engineer (Java/Python/Golang);TymeX;Ho Chi Minh City, Ho Chi Minh City, Vietnam (Hybrid);"About the job
About TymeX:

TymeX is a fast-scaling fintech platform enabling seamless banking solutions across emerging markets. We blend innovation with scalable tech infrastructure to help millions access secure, intuitive financial services.

Your mission is to embrace continuous integration/deployment in a delivery pipeline that will perform automated quality checks, deploy cloud infrastructure and applications quickly, and provide operational tooling and metrics that can be consumed by development teams. To be successful, you will have a blend of development experience and operational experience that provides a good understanding of the developers you are working with, while also balancing critical systems uptime.

Responsibilities

Primary job is to do integration work using Java/Python/Golang, REST, SOAP APIs and Identity service
Solving complex technical and business problems and learn new technology and frameworks
Be part of a team that will take full responsibility for the features you own
Design, develop, test, deploy, monitor and improve, you are responsible for the full life-cycle of your product - build it, own it

Requirements

What We're Looking For

3+ years of experience in backend engineering 
Solid hands-on expertise in Java, Python, OR Golang 
 Experience working with API Management platforms like: WSO2 / MuleSoft / Kong - design and development of APIs, guidance on design and development best practices, define strategy for operational procedures such as version control, deployments, monitoring
Experience in OAuth2 implementations using any Identity/SSO tools
API's designing and modeling using Swagger and API Developer toolkit
Experience in Installation and configuration of various API product features and capabilities
Good to have knowledge on Middleware and ESB tools
Experience working with Amazon Web Service
Experience working with Observability platform like DataDog / NewRelic
Good skills in English

Benefits

Meal and parking allowance are covered by the company
Full benefits and salary rank during probation
Insurances as Vietnamese labor law and premium health care for you and your family without seniority compulsory
Performance bonus up to 2 months
13th month salary pro-rata
15-day annual leave+ 3-day sick leave + 1 birthday leave + 1 Christmas leave
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development
Values-driven, international working environment, and agile culture
Overseas travel opportunities for training and working related
Internal Hackathons and company's events (team building, coffee run, blue card...)
Work-life balance 40-hr per week from Mon to Fri"
(HCM) - Senior Data Engineer;Techcombank (TCB);Ho Chi Minh City, Vietnam (On-site);"About the job
A. Job Responsibilities:
Lead the team technically in improving scalability, stability and efficiency of our Data platform
Design, build and deploy new libraries and frameworks for our core systems while keeping highest standards of code quality
Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint
Understand the following technologies and navigate them properly: Python, Scala, Spark, SQL etc.
Collaborate with the Data Architect team on regular basic to design/review data models, and application architectures
Maintain software clean architecture, clean code, and high quality.
Participate in code reviews, pair programming, mob programming, and coaching other members

B. Job Requirements:
1. Must have:
Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology, or a related technical field
English is required
Have 5+ years of experience as a Data Engineer or Software Engineer
Have experience in Cloud (AWS/Azure/GCP)
Extremely proficient in at least 1 programming language (Python/Scala/Java)
Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerant distributed systems
Good at multi-threading, atomic operations, computation framework: Spark (DataFrame, SQL, ...), distributed storage, distributed computing
Understand designs of resilience, fault-tolerance, high availability, and high scalability, ...
Tools: CI/CD, Gitlab, ...
Good at communication & team working
Being open-minded, willing to learn new things

2. Nice to have:
Databricks is a plus
Experience in performance tuning/optimizing Big Data programs

C. Working location: 23 Le Duan, HCM

D. Hiring process: Homework => Technical interview => English test => Offer => Onboard"
